الرقم,اسم الشركة,الهاتف,الإيميل,الموقع,العنوان,القطاع,رقم الصفحة,تاريخ الاستخراج
4227,الهدى إليكتريك,4410734,mariam@alhodaelectric.com,http://www.stormelectric.org/ - https://www.facebook.com/StormElectricEg/,بلوك IXQ، المنطقة الصناعية الثالثة A1 - العاشر من رمضان - الشرقية  						محافظة الشرقية,الصناعات الهندسية,437,2025-07-22T04:51:02.720494
4228,Gold,,mariamabuelela1@gmail.com,,محافظة الجيزة,الأثاث,437,2025-07-22T04:51:02.721184
4229,مسعد طه الغباشي للأثاث,+(2057) 2236527,smaaali_ali@yahoo.com,,باب الحرس - خلف مستشفي الحميات     						محافظة دمياط,الأثاث,437,2025-07-22T04:51:02.721745
4230,كنوز للاستيراد والتصدير,,mfahmy409@yahoo.com,,دمياط - السياله - شارع المدينه المنورة  						محافظة دمياط,الأثاث,437,2025-07-22T04:51:02.723458
4231,تطبيقات والعاب جديدة,,ahmedmohamad662@gmail.com,,محافظة الاسكندرية,الأثاث,438,2025-07-22T04:51:05.321815
4232,الجارحي,,ssound489@gmail.com,,محافظة المنوفية,الأثاث,438,2025-07-22T04:51:05.322537
4233,مصر أسبانيا لصناعة وتصدير الأثاث,,sulahhshish@yahoo.com,,دمياط- العنانية  						محافظة دمياط,الأثاث,438,2025-07-22T04:51:05.323558
4234,شركة مصر البترول,+(202) 25745200-25755000,chairman.office@misrpetrolcum.eg.com,http://www.misrpetroleum.com.eg/,6 شارع عرابى التوفيقية -القاهرة   						محافظة القاهرة,الصناعات الكيماوية والأسمدة,438,2025-07-22T04:51:05.324148
4235,Dash printing solutions,,ansary87@hotmail.com,,محافظة الجيزة,الأثاث,438,2025-07-22T04:51:05.324699
4236,Egyptian logistic for international shipping,,m.gamea@egyptianlogistic.com,,محافظة الاسكندرية,الأثاث,438,2025-07-22T04:51:05.325291
4237,ايروبليت,,europellet@yahoo.com,,محافظة الاسكندرية,الأثاث,438,2025-07-22T04:51:05.325866
4238,فوديكس ايجيبت انترناشيونال للتصدير,,mostafaelshamy455@gmail.com,,محافظة الاسكندرية,الأثاث,438,2025-07-22T04:51:05.326406
4239,الشركة العربية للتنمية والاستثمار الزراعى,01011555541,green7@outlook.sa,,المهندسين - جيزة  						محافظة الجيزة,الحاصلات الزراعية,438,2025-07-22T04:51:05.327018
4240,المصطفى للاستيراد والتصدير,,mostafaalawah@yahoo.com,,دمياط - شارع دكتور على مشرفه    						محافظة دمياط,الأثاث,438,2025-07-22T04:51:05.327590
4241,ايجبت فريش,,drsd5102@gmail.com,,محافظة البحيرة,الأثاث,439,2025-07-22T04:51:07.949030
4242,الشمس هيربس,,info@alshams-herbs.com,https://www.alshams-herbs.com/index.html,شارع المرور - ابوجنشوا - ابشواي - فيوم - مصر  						محافظة الفيوم,الحاصلات الزراعية,439,2025-07-22T04:51:07.949676
4243,نفرتيتي الاعشاب والتوابل الامنه,,mostafasalah22334434@gmail.com,,محافظة أسيوط,الأثاث,439,2025-07-22T04:51:07.950225
4244,مصطفى عبد المولى محمد,,mostafaaaaa68@gmail.com,,محافظة أسوان,الأثاث,439,2025-07-22T04:51:07.950769
4245,IP for printing & packaging,00201118483000 / 00201005120518,Ippt99@gmail.com,http://www.ip.com.eg ,قطعة 549 جنوب غرب A6 امام الميناء الجاف- خلف هايبر وان - العاشر من رمضان   						محافظة القاهرة,الطباعة والتغليف والورق,439,2025-07-22T04:51:07.951350
4246,المجد للملابس الجاهزه,,Retalrenad22@gmail.com,,محافظة الاسكندرية,الأثاث,439,2025-07-22T04:51:07.951902
4247,لولايت,01000012003,mohelm545@gmail.com,http://www.loolit.com,شرق الروبيكي - منطقة ال 100 فدان الصناعية - مدينة بدر - القاهرة   						محافظة القاهرة,الملابس الجاهزة,439,2025-07-22T04:51:07.952520
4248,نيو هوب,01000037816,mostafaghareep.mg@gmail.com,http://www.newhope-egypt.com,جمهورية مصر العربية البحيرة حوش عيسى   						محافظة البحيرة,الحاصلات الزراعية,439,2025-07-22T04:51:07.953131
4249,بيبى ندى,01143630011,mostafafarag2040@yahoo.com,,دمنهور   						محافظة البحيرة,الملابس الجاهزة,439,2025-07-22T04:51:07.953894
4250,بيور ميكس,,desha220@icloud.cm,,محافظة الجيزة,الأثاث,439,2025-07-22T04:51:07.954460
4251,هابو تريد,,habou.trade@gmail.com,,محافظة الاسكندرية,الأثاث,440,2025-07-22T04:51:10.564371
4252,سفنكس للأستيراد و التصدير و الأستثمار الزراعى,00201008133318,export@saiegypt.com,http://www.saiegypt.com,هرم لايف-مدينة 6 أكتوبر أمام مول مصر  						محافظة الجيزة,الأثاث,440,2025-07-22T04:51:10.564964
4253,حسن عبد العزيز عبد العاطى السدوقى و شريكة - الوادي للكابلات,0263304215,m.mahmoud@elwadyelectric.com,,الإدارة - الشيخ زايد - بيفرى هيلز - بوليجون - B7 - 4D  						محافظة القاهرة,الصناعات الهندسية,440,2025-07-22T04:51:10.565617
4254,ايسو فارم,,Agha_agha77@yahoo.com,,محافظة البحيرة,الأثاث,440,2025-07-22T04:51:10.566203
4255,مارمو براند,022547283,marketing@marmobrand.com,https://marmobrand.com/,القطعه 133 منطقة 250 فدان - شرق الروبيكى - المنطقه الصناعيه بدر  						محافظة القاهرة,مواد البناء,440,2025-07-22T04:51:10.566785
4256,MB STONE,022547283,marketing@mb-stone.net,http://www.marmobrand.com,13 ج شارع د.محمد الامين تقسيم اللاسلكى المعادى.  						محافظة القاهرة,مواد البناء,440,2025-07-22T04:51:10.567399
4257,دلتا هيربس لاند,,info@delta-herbsland-eg.com,https://delta-herbsland-eg.com/,محافظة الفيوم,الحاصلات الزراعية,440,2025-07-22T04:51:10.567970
4258,مصطفى محمود للاستيراد والتصدير,0020403400731,Mostafa5666@hotmail.com,,الطريق السريع زمام شبرا النمله – قرية سمرمون   						محافظة الغربية,الحاصلات الزراعية,440,2025-07-22T04:51:10.568555
4259,الشيخ لصناعه الاقمشه والوبريات والملابس الجاهزه,+002 040 1212124,k.elsheikh@elsheikh-group.com,http://elsheikh-group.com/,منطقة الرحبين الصناعية ، المحلة الكبرى  						محافظة الغربية,الغزل والمنسوجات,440,2025-07-22T04:51:10.569082
4260,كاندالابرا العالمية للتجارة والاستثمار,,noornour492@gmail.com,,محافظة الجيزة,الأثاث,440,2025-07-22T04:51:10.569599
4261,الفرج للملابس,,mhsnm5081@gmail.com,,محافظة الاسكندرية,الأثاث,441,2025-07-22T04:51:13.310001
4262,تو ام اي,01066811119,sasaaoao79@yahoo.com,,الجيزه  						محافظة الجيزة,الأثاث,441,2025-07-22T04:51:13.310687
4263,Project emport and export,,mostamiz97@gmail.com,,محافظة الاسكندرية,الأثاث,441,2025-07-22T04:51:13.311319
4264,مكتب ماسة كيو للاستيراد والتصدير,00201270759401,albry24@hotmail.com,https://www.massa-marketing.com/,28شارع النفوس - غربال - محرم بك - الاسكندرية  						محافظة الاسكندرية,الحاصلات الزراعية,441,2025-07-22T04:51:13.311916
4265,abo heaba for trading,,info@aboheaba.com,,محافظة الاسكندرية,الأثاث,441,2025-07-22T04:51:13.312491
4266,جرين بيرد,,m.ramadan@electronichouse.org,,محافظة المنوفية,الأثاث,441,2025-07-22T04:51:13.313074
4267,شركه العامريه للكيماويات والمنظفات,034625050,kemak_0@yahoo.com,http://www.kemak-eg.com,برج العرب الجديده الاسكندريه المنطقه الصناعيه الثانيه شارع ميدو للبويات  						محافظة الاسكندرية,الصناعات الكيماوية والأسمدة,441,2025-07-22T04:51:13.313628
4268,حورس للتصدير,01000968608,Hwrs2005@gmail.com,,شارع السلخانة -بنى مزار - المنيا  						محافظة المنيا,الحاصلات الزراعية,441,2025-07-22T04:51:13.314180
4269,Global Egypt Trade,01110058287,gettrade2@gmail.com,http://www.getgeneralsupplies.com,1 نعمه الله نصر الهرم الرئيسي  						محافظة الجيزة,الطباعة والتغليف والورق,441,2025-07-22T04:51:13.314742
4270,إم إس جلوبال للإستيراد والتصدير,01004876636,moustafa.salem.2000@gmail.com,,دمياط مدينة دمياط الجديدة الحي الرابع المجاورة الثانية شارع مئة ٤٣/٢٢  						محافظة دمياط,الأثاث,441,2025-07-22T04:51:13.315327
4271,الحسيني تريد,01001184111,mhusseiny@elhusseinytrade.com,http://www.facebook.com/elhusseinytrade,محافظة القاهرة,الصناعات الغذائية,442,2025-07-22T04:51:15.919417
4272,ام ام جي ( MMG ) لتصنيع كشافات الإنارة واللمبات الموفرة والتوريد العامة,01558607711,matrix.mad@hotmail.com,https://mmg-pt.com/,شاع البطراويشي تقاطع شاع الحريري- حى اول طنطا - محافظة الغربية   						محافظة الغربية,الصناعات الهندسية,442,2025-07-22T04:51:15.920026
4273,الصعيد لصناعة المواد الغذائية,2010 69923189,mostafa.mohamed@ueffi.com,http://www.ueffi.com,20 - اللواء محمود سامي البارودي - مدينة نصر - القاهرة - مصر  						محافظة القاهرة,الصناعات الغذائية,442,2025-07-22T04:51:15.920593
4274,المصطفي,,Mostafaamer1997@icloud.com,,محافظة البحيرة,الأثاث,442,2025-07-22T04:51:15.921143
4275,هاي براندز,,tefadash@gmail.com,,محافظة الدقهلية,الأثاث,442,2025-07-22T04:51:15.921711
4276,ثماركو,,thmarco.co@gmail.com,,محافظة الجيزة,الحاصلات الزراعية,442,2025-07-22T04:51:15.922351
4277,ستاك لانظمة الحاسبات والتكنولوجيا,0 11 1911 11 72,mosab77@yahoo.com,http://www.stack-electronics.com,مدينة بدر - القاهرة  						محافظة القاهرة,الصناعات الهندسية,442,2025-07-22T04:51:15.922938
4278,مصنع أسمنت سينا,27262325,yasmena.19@gmail.com,http://www.sinaicement.com,الفرع الرئيسي برج سما - الطريق الدائرى - القطامية   						محافظة شمال سيناء,مواد البناء,442,2025-07-22T04:51:15.923495
4279,مصنع الفرسان محمد سعد عبدالسلام,+(2010)23096900 - +(2011)15485774,saadelweshahy@gmail.com,http://www.elforsanolive.com/,الشرقية كفر الحلبي طريق ميت غمر الزقازيق  						محافظة الشرقية,الصناعات الغذائية,442,2025-07-22T04:51:15.924086
4280,مصنع الياسمين لعصر وتعبئة الزيوت الطبيعية والاعشاب,01151280055,acc@nefertiti-eg.com,https://aljasmine.com/,القطعتين 130 - 131 بمدينة الفتح الصناعية - بالمرحلة الثانية - كوم أوشيم   						محافظة الفيوم,الصناعات الغذائية,442,2025-07-22T04:51:15.924681
4281,مصنع تى ام للملابس الجاهزة والتوريدات الفندقية TM Uniform & Linen,2 02 33840003 – 33840530,sales@tmuniform.com,http://www.tmuniform.com,شارع الملك فيصل - محطة الكوم الاخضر - نهاية شارع على شيحه - الهرم - الجيزة  						محافظة الجيزة,الملابس الجاهزة,443,2025-07-22T04:51:18.521526
4282,مصنع شنشن للأثاث,+(2057) 2424113,shanshanfurniture23@gmail.com,,دمياط الجديده - امتداد المنطقه الصناعيه - القطعه 8 - بلوك 5  						محافظة دمياط,الأثاث,443,2025-07-22T04:51:18.522195
4283,معامل بى أند سى (مكورات ومستحضرات ممتده المفعورل),+2 (0554) 411 908/9/10,Info@PandCLabs.com,https://www.pandclabs.com,مدينة العاشر من رمضان ، المنطقة الصناعية A2 ، الجزء الغربي من B2 ، الشرقية  						محافظة الشرقية,الصناعات الطبية,443,2025-07-22T04:51:18.522869
4284,المعتز للأسمدة والكيماويات,01004141141,Almoataz.suez@hotmail.com,,محافظة السويس,الصناعات الكيماوية والأسمدة,443,2025-07-22T04:51:18.523480
4285,OSS MIDEAST FOR ISO CERTIFICATIONS,01008448807/01277806619,moataz.s.elsayed@gmail.com,,الاسكندريه 723 طريق الحريه عمارة فينسيا لوران عمارة شقه 207 اعلى بنك QNB  						محافظة الاسكندرية,الكتب والمصنفات الفنية,443,2025-07-22T04:51:18.524098
4286,المعتز للاستيراد والتصدير,,moatazrik10@gmail.com,,محافظة دمياط,الأثاث,443,2025-07-22T04:51:18.524652
4287,مركز ماجيك الطباعة المائية,01206496482,support@watertransferegypt.com,http://www.watertransferegypt.com,حرفيين الزهور - عمارة 11 (أ) - محل 13 (الدور الأول)  						محافظة بورسعيد,الطباعة والتغليف والورق,443,2025-07-22T04:51:18.525252
4288,الهندسة الذكية,,Moutaz_kamal@yahoo.com,,محافظة الاسكندرية,الأثاث,443,2025-07-22T04:51:18.525844
4289,الحياة انترناشيونال للتصدير,00201026620536,larghtlerr@gmail.com,https://www.alhayah-egy.com,ابوجنشو مركز ابشواي - محافظة الفيوم - مصر  						محافظة الفيوم,الحاصلات الزراعية,443,2025-07-22T04:51:18.526400
4290,VegeFresh,+21282073382,info@vegefresh.com,http://www.vegefresh.com,19 محمد باشا محسن - جناكليس - الإسكندرية  						محافظة الاسكندرية,الحاصلات الزراعية,443,2025-07-22T04:51:18.526968
4291,Nile Land,,abueissa@gmail.com,,محافظة الجيزة,الأثاث,444,2025-07-22T04:51:21.136978
4292,شمعةللملابس الجاهزة,,mr.mofrh@gmail.com,,محافظة البحيرة,الأثاث,444,2025-07-22T04:51:21.138048
4293,اورا للاستيراد و التصدير,+201221445600,malakatef11@gmail.com,http://www.oraexport.com,ش الجيش امام محكمة الفشن   						محافظة بني سويف,الصناعات الغذائية,444,2025-07-22T04:51:21.138830
4294,جازيل,,albakrymalak@gmail.com,,محافظة الجيزة,الأثاث,444,2025-07-22T04:51:21.139372
4295,ِِالصفا للتصدير والاستيراد,,info@alsafa-herb.com,https://www.alsafa-herb.com,إبشواي، الفيوم، مصر  						محافظة الفيوم,الحاصلات الزراعية,444,2025-07-22T04:51:21.139913
4296,النجاح لاستيراد والتصدير,,ALNAGAHFORIMPORTANDEXPORT@gmail.com,,محافظة الاسكندرية,الأثاث,444,2025-07-22T04:51:21.140448
4297,شركة مصر للصباغة والتجهيز,01004035205,info@africanuniongroup.com,http://Misrfordyeing.com,قطعة 117 المنطقة الصناعية الثالثة-السادس من اكتوبر  						محافظة الجيزة,الغزل والمنسوجات,444,2025-07-22T04:51:21.140987
4298,مناحل الاصيل,0020403303097-00201000505453,fathybehiry@hotmail.com,http://www.asealhoney.com,36 ش حسن رضوان مع سعيد دوران كوتشينر - طنطا   						محافظة الغربية,الصناعات الغذائية,444,2025-07-22T04:51:21.141565
4299,Egypt Mineral Ores,201017562949,Management@emomineral.com,https://www.emomineral.com,٤٦ ش محرم بك عمارات المرام الدور الأول شقه ١٢  						محافظة الاسكندرية,مواد البناء,444,2025-07-22T04:51:21.142153
4300,El-Mon company,,menna@elmon.com.eg,,برج العرب المنطقة الصناعية الرابعة - قطعة من 1 الي 6 و من 15 الي 20  						محافظة الاسكندرية,الطباعة والتغليف والورق,444,2025-07-22T04:51:21.142746
4301,EL LoLoaa for exports,,mansour@loloaexports.com,,محافظة الفيوم,الأثاث,445,2025-07-22T04:51:23.761811
4302,شركة الاسد للاعلاف والتفريخ,,monaali480@gmail.com,,محافظة الجيزة,الأثاث,445,2025-07-22T04:51:23.762384
4303,إيه جي أو للتوريدات العمومية والتصدير,010 03607762,ajoco20@gmail.com, https://www.facebook.com/share/1A2xcA2Cv8/,٧٤ شارع النزهة مصر الجديدة   						محافظة القاهرة,الحاصلات الزراعية,445,2025-07-22T04:51:23.762955
4304,Via DostasTrading Co,,Monz.eldesouki@gmail.com,,محافظة الجيزة,الأثاث,445,2025-07-22T04:51:23.763558
4305,شركة أيمن صلاح الدين الأشرف,01005130404,mohab@elashraftex.com,http://www.elashraftex.com,21 إبراهيم طنطاوي، مدينة السلام، خلف جسر السويس، القاهرة  						محافظة القاهرة,المفروشات المنزلية,445,2025-07-22T04:51:23.764132
4306,الفرعونيه,٠١٠٩٠٣٦٢١٣٤,ahmedsoly1011@gmail.com,,الدلنجات بحيره  						محافظة البحيرة,الحاصلات الزراعية,445,2025-07-22T04:51:23.764664
4307,الزهراء لتصدير الحاصلات الزراعية - مهدى السيد محمد ابراهيم نصير,0452650241,zahrafarm88@gmail.com,http://www.alzahraafarm.com,5- متفرع من الإسكندرية. الصحراء RD. النوبارية ، البحيرة   						محافظة البحيرة,الحاصلات الزراعية,445,2025-07-22T04:51:23.765219
4308,مهدي كامل مهدى محمد,01558545359,magiccompany.mc@gmail.com,,بورسعيد - حى الزهور - ١١ عمارة بن خلدون - مدخل 3 - مساكن الجيزة  						محافظة بورسعيد,الملابس الجاهزة,445,2025-07-22T04:51:23.765822
4309,شركة مصر للالومنيوم  ( ايجبتالوم ),0020223903609-23904787-23904710-23902284,m.r@egyptalum.com.eg,http://www.egyptalum.com.eg,محافظه قنا - نجع حمادى - مدينة الالومنيوم /  مكتب القاهرة 50 والتسويق  50 شارع عبد الخالق ثروت  وسط البلد القاهرة   						محافظة قنا,الصناعات الهندسية,445,2025-07-22T04:51:23.766427
4310,AgroCairo,,agrocairo.egypt@gmail.com,,محافظة البحيرة,الأثاث,445,2025-07-22T04:51:23.766952
4311,ابوستة للتصدير والاستيراد,4528913212,abousetta854@gmail.com,,ادكو محافظة البحيرة  						محافظة البحيرة,الصناعات الغذائية,446,2025-07-22T04:51:26.370816
4312,شركة ترست فريت للشحن الدولى,0224033329,sherif-mesbah@trustgroupeg.com,http://www.trustgroupeg.com,3 عمارات العبور طريق صلاح سالم مدينة نصر القاهرة  						محافظة القاهرة,,446,2025-07-22T04:51:26.371417
4313,الشركة العالمية للتصدير والتجارة,٠١١٤٩٩٥٥٣٣٥,h.sharara@iig.land,,٣٣٧ جنوب الأكاديمية، خلف الداون تاون، القاهرة الجديدة، القاهرة  						محافظة القاهرة,الصناعات الهندسية,446,2025-07-22T04:51:26.372121
4314,إيرينى للموبيليات,1003412323,Iinfo@ierenyfurniture.com.com,https://ierenyfurniture.wixsite.com/woodindustries,المنطقة الصناعية الصفا بنى غالب  						محافظة أسيوط,الأثاث,446,2025-07-22T04:51:26.372784
4315,الدكتور للملابس الداخلية,12270606055,393542@website.com,,7 شارع العادلى -حى شركة فريال  						محافظة أسيوط,الملابس الجاهزة,446,2025-07-22T04:51:26.373436
4316,موسي سويت للصناعات الغذائية,6872010/0100 - 012/01156222,248@expoegypt.com,,طريق مصر الاسماعيلية الصحراوي مدخل أبوصوير  						محافظة الإسماعيلية,الصناعات الغذائية,446,2025-07-22T04:51:26.374006
4317,مونوريل للتوريدات العموميه والتصدير,,Monorel2021@gmail.com,,محافظة الجيزة,الأثاث,446,2025-07-22T04:51:26.374558
4318,ميتاليت  للوحات الكهربائية و الكشافات,882333153,Maged202020@yahoo.com,,مدينة الصفا الصناعية - منقباد  						محافظة أسيوط,الأثاث,446,2025-07-22T04:51:26.375190
4319,Yaroforexport,01210364688,marosayed86@gmail.com,http://www.yaroforexport.com ,الاسكندرية   						محافظة الاسكندرية,الحاصلات الزراعية,446,2025-07-22T04:51:26.375828
4320,Millennium international,,info@milegypt.com,,محافظة الغربية,الأثاث,446,2025-07-22T04:51:26.376448
4321,مورا للصناعات الغذائية,,mourafoods@gmail.com,,مدينة العاشر من رمضان المنطقة الجمركية قطعة 60 أ   						محافظة الشرقية,الصناعات الغذائية,447,2025-07-22T04:51:28.997165
4322,مرحبا للتصدير,0222682651 - 0222682653 -01270679574 -01228942700 -01010234885,minaanwar1994412@gmail.com,http://www.marhabaexport.com,84 صقر قريش - مساكن شراتون - مصر الجديدة  						محافظة القاهرة,الحاصلات الزراعية,447,2025-07-22T04:51:28.998233
4323,شركة النجاح للرخام والجرانيت,01009212554,minapero324@gmail.com,,المنطقة الصناعية شق الثعبان طرة المعادي  						محافظة القاهرة,مواد البناء,447,2025-07-22T04:51:28.999170
4324,شركة الأسد,,minagamel039@gmail.com,,محافظة البحيرة,الأثاث,447,2025-07-22T04:51:28.999900
4325,اسكاى لاين بوليمرز,012553025741,info@skylinepolymers.com,http://www.skylinepolymers.com,22 شارع سعد زخارى منشأة ناصر القاهرة مصر.  						محافظة القاهرة,الصناعات الكيماوية والأسمدة,447,2025-07-22T04:51:29.000447
4326,هالايت ايجيبت,+03 5222899,info@haliteegypt.com,http://www.haliteegypt.com,36 شاع الأقصر، سبورتنج، الإسكندرية، مصر  						محافظة الاسكندرية,الصناعات الكيماوية والأسمدة,447,2025-07-22T04:51:29.001304
4327,اجى بلانتا,,ceo@egyplanta.com,,محافظة الاسكندرية,الحاصلات الزراعية,447,2025-07-22T04:51:29.002559
4328,النيل للعقادة والديكور,,Niletrimmings@gmail.com,,محافظة الجيزة,الأثاث,447,2025-07-22T04:51:29.003899
4329,المصرية الكندية للطباعة والتغليف ش.م.م,+2 (02) 44 890 20 7/8/9,naderelkassab@canpack-eg.com,http://canpack-eg.com,القطعة 10 ، بلوك 12006 ، المنطقة الصناعية الأولى ، مدينة العبور  						محافظة الشرقية,الطباعة والتغليف والورق,447,2025-07-22T04:51:29.005235
4330,عطاالله للتصدير,,Dr.naderattallah@gmail.com,,محافظة المنوفية,الأثاث,447,2025-07-22T04:51:29.006487
4331,ناهد إبراهيم أنور عياد,٠١٠٩٢٩٩٦٩٩٠,yanahd101@gmail.com,,شارع بورسعيد كوم حماده   						محافظة البحيرة,الحاصلات الزراعية,449,2025-07-22T04:51:57.719731
4332,شركة الديار,,nabil31246@gmail.com,,الاسكندرية  						محافظة الاسكندرية,الحاصلات الزراعية,449,2025-07-22T04:51:57.720336
4333,مكتب الحكمة الهندسى,0020227932115,el_hekma2013@yahoo.com,https://elhekmamedical.com/en/,41 شارع المواردى - شارع القصر العينى - منطقة السيدة زينب - القاهرة  						محافظة القاهرة,الصناعات الطبية,449,2025-07-22T04:51:57.720929
4334,كارتوبوكس,+201222117183,Nabil@cartobox.net,http://www.cartobox.net,16 عمارات مصر التعمير - شيراتون ، منطقة هليوبوليس (1) - القاهرة ، مصر  						محافظة الشرقية,الطباعة والتغليف والورق,449,2025-07-22T04:51:57.721517
4335,شركه الندى للأملاح وتعبئه المواد الغذائيه,+20 1289004983,ly5134998@gmail.com,https://www.facebook.com/saltelnada/about/,كفر الجنينة - نبروه - دقهلية  						محافظة الدقهلية,الصناعات الغذائية,449,2025-07-22T04:51:57.722099
4336,NAVIGATOR EXPORT,00201018544459,info@navigatorexport.com,http://www.navigatorexport.com,الشيخ زايد   						محافظة الجيزة,الصناعات الغذائية,449,2025-07-22T04:51:57.723115
4337,ثيرموفايبر للتجارة والمقاولات,24556338,info@tf-insulation.com,http://www.tf-insulation.com,16-18 ش الكريم من سليم الأول بجوار قصر الطاهرة الزيتون  القاهرة  						محافظة القاهرة,مواد البناء,449,2025-07-22T04:51:57.723680
4338,سان مارين,,SanMarineShipping@gmail.com,,محافظة الاسكندرية,الأثاث,449,2025-07-22T04:51:57.724233
4339,النصر للغزل والنسيج والصباغةبالمحلة الكبرى,2382204 / 040 – 2381996 / 040  - 2381275,Nasr_elmehalla@yahoo.com,http://www.nasrtex-eg.com,شارع الفريق رضا حافظ ( الجلاء سابقاً ) طرق المنصورة المحلة الكبرى  						محافظة الغربية,الغزل والمنسوجات,449,2025-07-22T04:51:57.724822
4340,شركة عسل للاثاث,+(2057) 2404855,1393_admin@egyptexportgate.com,http://www.asalfurniture.net,دمياط الجديدة - المنطقة الصناعية   						محافظة دمياط,الأثاث,449,2025-07-22T04:51:57.725445
4341,Oasis Inn for Agricultural Investment & Exporting,01555695709,nedal_malek12@yahoo.com,,الواحات البحريه  ، شركة اوازيس ان   						محافظة الجيزة,الحاصلات الزراعية,450,2025-07-22T04:52:00.366161
4342,شركة ابو قمر للنسيج,002/040/2440672,info@abokamar-eg.com,http://www.abokamar-eg.com,47 شارع عبد الرحمن فوزى اول طريق كفر الشيخ اول المحلة الكبرى  						محافظة الغربية,الغزل والمنسوجات,450,2025-07-22T04:52:00.367399
4343,نفرتيتي هيربس,,info@nefertiti-herbs.com,https://nefertiti-herbs.com/index.html,أبو جنشو، إبشواي، الفيوم، مصر.  						محافظة الفيوم,الحاصلات الزراعية,450,2025-07-22T04:52:00.368149
4344,نمكوا للتعدين,0 1050561103,info@nmco-mining.com,,12 ب شارع جمال الدين الأفغاني متفرع من شارع الهرم الجيزة ، مصر  						محافظة الفيوم,الصناعات الكيماوية والأسمدة,450,2025-07-22T04:52:00.368730
4345,قصر كاباو للرخام والجرانيت,(002) 0101 831 0386 (002)01200828401  (002)01093966622,sales1.export@kasrkabaw.com,https://www.kasrkabaw.com/ar,91 عمارات الأمل طريق الأوتوستراد، المعادي، القاهرة، مصر  						محافظة القاهرة,مواد البناء,450,2025-07-22T04:52:00.369267
4346,نهمار,,nohaomar1122@gmail.com,,دمياط- شارع كلية التربية - شارع كورنيش النيل - امتداد شارع الحربى  						محافظة دمياط,الأثاث,450,2025-07-22T04:52:00.369807
4347,عمران تكس,0472978848,info@omrantex.com,,5 ش الفتح – فوة - كفر الشيخ  						محافظة كفر الشيخ,الغزل والمنسوجات,450,2025-07-22T04:52:00.370335
4348,Notre Art furniture,01208070644,info@notreart.net,http://www.notreart.net,100ش حسن مامون - مديبنة نصر   						محافظة القاهرة,الأثاث,450,2025-07-22T04:52:00.371169
4349,لابوم,,nawalhassanin@gmail.com,,محافظة الجيزة,الأثاث,450,2025-07-22T04:52:00.371957
4350,البركة للتجارة والاستيراد و التصدير,,nouh@baraka-eg.com,,6 ابراج سيتي ستارز - المحور المركزي- 6 اكتوبر - الجيزة  						محافظة الجيزة,الطباعة والتغليف والورق,450,2025-07-22T04:52:00.372566
4351,نور الصباح للأستيراد والتصدير,+201061389465,lilaaly330@gmail.com,,ش الشهيد محمد حسين - منشية البكرى - المحلة الكبرى - الغربية   						محافظة الغربية,الحاصلات الزراعية,451,2025-07-22T04:52:03.124757
4352,نور المشكاة,01153970794,info@nouralmeshkah.com,http://www.nouralmeshkah.com,12 شارع محمد محمود - مكتب رقم 1004 الدور العاشر - حى الشرق  						محافظة بورسعيد,الأثاث,451,2025-07-22T04:52:03.125373
4353,أسوان فودز,0972483062,noursenousy@gmail.com,,أسوان-المنطقة الصناعية بالشلال  						محافظة أسوان,الصناعات الغذائية,451,2025-07-22T04:52:03.125973
4354,العلمين لصناعة الدواجن,0226582509,moussa@alamainfarms.com,,محافظة الجيزة,الصناعات الغذائية,451,2025-07-22T04:52:03.126564
4355,شركة النصر للاجهزة الكهربائية والالكترونية,3815707,neeasae@hotmail.com,http://www.neeasae.com.eg,شارع قنال المحمودية - البر القبلى - النزهة  						محافظة الاسكندرية,الأثاث,451,2025-07-22T04:52:03.127164
4356,ميرسينديفال ناتشورال لمستحضرات التجميل,01270676779,mercendeval.natural1977@gmail.com,https://www.facebook.com/profile.php?id=100088813927423,الزقازيق كفر الحمام   						محافظة الشرقية,الصناعات الطبية,451,2025-07-22T04:52:03.127740
4357,النور للاستيراد والتصدير والتوكيلات التجاريه,00201013822503,nevenyam@hotmail.co.uk,https://www.facebook.com/sheapatradermacosmo/,27 ادمون فريمون سموحه   						محافظة الاسكندرية,الصناعات الغذائية,451,2025-07-22T04:52:03.128351
4358,نيو باندا لتصنيع الاغذية,00201097858023,newpandaco@hotmail.com,,دمنهور - البحيرة  						محافظة البحيرة,الصناعات الغذائية,451,2025-07-22T04:52:03.128891
4359,بيست هيربس,00201008611668,info@bestherbseg.com,http://www.bestherbseg.com,جردو - اطسا - الفيوم   						محافظة الفيوم,الحاصلات الزراعية,451,2025-07-22T04:52:03.129474
4360,أجرولاند للتصنيع الزراعي,+20 3 4877004 - 4855284,hany@agroland-egypt.com,http://www.agroland-egypt.com,24 ش الاسكندر الاكبر، الازاريطة، الاسكندرية  						محافظة الاسكندرية,الحاصلات الزراعية,451,2025-07-22T04:52:03.130021
4361,الشركة المصرية للتعبئة والتغليف والتجارة,,Hamza.Eldsouky@gmail.com,,عين شمس القاهرة  						محافظة القاهرة,الصناعات الغذائية,452,2025-07-22T04:52:05.716464
